koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
1.0,0,0,0,0,8.47237911,174.16212,0.022,2.7245,1123.5,3.86328,2.59,89.95,751.0,75.44,24.47,0.2043,5.7419868,39.867977,47.6,2,159.0,1.0,0.9241,5354.0,4.587,-0.08,0.788,0.884,296.36652,51.319519,15.339,0.046,1.18,0.22,-0.00048,0.00037,-0.148,0.09,0.17,-0.097,0.04,0.106,1
0.989,0,0,0,0,60.4189369,181.16367,0.094,5.039,931.3,4.26444,2.36,89.94,390.0,5.49,93.71,0.2043,6.335456,15.139797,20.1,2,22.0,2.0,0.6244,5354.0,4.587,-0.08,0.788,0.884,296.36652,51.319519,15.339,0.424,-0.06,0.26,0.0007,0.00025,0.0,0.53,0.53,0.09,0.46,0.46,1
1.0,0,0,0,0,12.611904345,180.892284,0.55,5.1497,6105.6,0.61222,7.4,88.17,753.0,76.15,17.27,0.2622,31.536423,207.6196,277.2,1,104.0,1.0,0.0586,5795.0,4.508,-0.02,0.919,0.992,289.11221,51.737381,15.14,0.0,-0.232,1.099,0.00117,0.00148,-0.065,-0.058,0.087,-0.033,-0.017,0.037,1
0.0,0,1,0,0,1.433769925,170.403536,1.268,1.8868,1976.3,0.1372,46.58,58.99,1920.0,3209.29,2.46,0.2904,10.709492,67.78838,112.6,1,481.0,1.0,0.0003,6017.0,4.22,0.02,1.339,1.083,290.84369,37.728828,15.122,0.021,0.4,-1.34,-0.00021,0.00026,-0.009,-0.105,0.106,0.035,-0.1,0.11,0
0.0,0,1,1,0,10.31872301,173.31543,1.215,3.836,871.7,0.03681,28.59,78.15,876.0,139.26,5.92,0.2844,9.854863,34.775192,38.2,1,130.0,1.0,0.9336,5927.0,4.409,0.07,1.06,1.05,291.84891,37.713501,15.065,0.0,8.13,-7.13,-0.00697,0.0046,3.77,-3.47,5.12,2.83,-3.84,4.77,0
1.0,0,0,0,0,2.539183147,169.67494,0.238,2.4282,382.1,1.46261,2.06,88.28,1332.0,743.09,7.93,0.2291,4.680462,34.037075,38.9,1,528.0,1.0,0.2119,5519.0,4.35,0.14,1.062,0.921,291.43997,37.905659,15.026,0.085,-0.18,-0.06,3e-05,-0.00019,0.15,0.21,0.26,0.1,0.25,0.26,1
1.0,0,0,0,0,6.770300385,170.57662,0.838,2.0844,1304.0,1.45164,2.77,86.84,812.0,102.87,15.21,0.308,6.5691905,43.840405,50.8,1,200.0,1.0,0.9274,5653.0,4.656,-0.84,0.679,0.767,290.87051,38.273628,15.591,0.005,-0.31,-0.73,0.0002,0.00057,0.09,0.065,0.11,0.05,-0.018,0.05,1
0.0,0,1,1,1,0.444291966,169.865406,1.258,2.0792,10967.0,0.42351,27.51,39.97,1836.0,2706.26,1.641,0.2337,40.64358,277.1132,299.7,1,1466.0,1.0,0.8848,5255.0,4.678,-0.72,0.636,0.709,290.99689,38.28492,15.748,0.0,5.224,-35.165,-0.0478,0.2722,1.47,-7.217,7.365,0.65,-7.91,7.94,0
1.0,0,0,0,0,20.06036336,147.46554,0.556,3.3203,1494.7,3.09445,1.96,89.21,361.0,4.0,40.4,0.4175,7.1802754,27.241827,35.2,4,59.0,2.0,0.7533,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.016,0.56,0.04,-0.00124,-0.0001,0.0,-0.03,0.03,-0.18,-0.15,0.23,1
1.0,0,0,0,0,46.1842039,165.23729,0.013,4.758,1394.7,3.99779,1.83,89.99,273.0,1.32,76.67,0.4175,6.2605453,18.020908,26.0,4,25.0,3.0,0.8358,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.006,0.08,-1.12,-0.00044,0.00144,-0.07,0.04,0.08,-0.25,-0.06,0.26,1
0.952,0,0,0,0,23.9800854,147.537,0.95,5.351,104.0,0.05654,1.31,85.45,649.0,41.94,11.98,0.2676,4.1784496,10.87813,17.1,4,56.0,4.0,0.9971,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,0.096,1.2,1.28,-7e-05,-0.000102,0.1,-0.62,0.64,0.3,-0.46,0.53,1
0.994,0,0,0,0,7.82502168,136.54995,0.708,2.186,520.8,2.54508,1.2,87.99,494.0,14.05,20.2,0.4175,3.8379083,12.582854,15.9,4,154.0,4.0,0.251,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.048,1.18,-0.7,-0.00071,0.00031,0.31,-0.45,0.55,0.11,-0.58,0.59,1
1.0,0,0,0,0,3.895936525,170.527552,0.524,2.3111,8544.8,2.31292,7.34,87.56,1005.0,241.62,12.29,0.2521,35.58241,375.5263,370.8,1,275.0,1.0,0.1164,5557.0,4.592,-0.3,0.774,0.866,294.65524,39.308361,15.725,0.0,0.026,-0.115,0.00211,-0.00111,-0.246,0.238,0.342,-0.01,-0.012,0.016,1
0.999,0,0,0,0,22.36646466,175.45862,0.4,5.228,986.8,1.12517,2.32,89.26,536.0,19.45,31.0,0.2521,6.2514634,25.599396,32.1,1,48.0,1.0,0.4848,5395.0,4.615,-0.34,0.734,0.821,294.71063,39.52174,15.583,0.799,-0.15,-0.33,0.00016,-0.00016,0.08,-0.09,0.12,0.09,-0.21,0.23,1
1.0,0,0,0,0,1.625522174,170.8266564,0.076,2.38963,7969.0,1.28198,9.73,89.22,1579.0,1467.41,5.6364,0.224,43.135384,712.5235,799.7,1,657.0,1.0,0.254,5539.0,4.322,0.16,1.106,0.935,293.87192,38.422939,15.001,0.0,0.147,-0.53,-0.00134,-0.00226,0.01,0.195,0.195,-0.037,-0.01,0.038,1
0.0,1,0,1,0,7.544039,171.7982,1.175,6.222,322.6,0.00393,17.47,58.94,838.0,116.46,2.28,0.2711,4.5001316,12.162734,14.2,1,143.0,2.0,0.0016,5657.0,4.567,-0.18,0.824,0.919,293.94116,38.601101,15.559,,32.76,6.49,,-0.00203,,,,,,,0
1.0,0,0,0,0,9.02930689,177.20422,0.024,3.1449,1019.8,2.66613,2.57,89.94,757.0,77.75,22.57,0.2043,7.610865,47.37303,53.9,1,146.0,1.0,0.894,5349.0,4.526,-0.12,0.82,0.824,290.33362,38.72823,15.387,0.097,-0.36,0.28,-0.00038,-6e-05,0.23,0.18,0.29,-0.08,0.29,0.3,1
0.053,0,1,0,0,10.328035714,174.581054,0.281,7.7915,16918.0,0.23528,13.28,88.54,843.0,119.31,10.988,0.2676,76.945915,589.42316,636.8,1,114.0,1.0,0.529,5627.0,4.359,-0.1,1.024,0.874,287.69675,38.886452,15.646,0.0,0.088,-0.11,0.001,0.0008,-0.072,-0.022,0.075,-0.031,-0.042,0.053,0
1.0,0,0,0,0,143.2063047,154.23552,0.379,8.9302,10566.0,1.83449,8.9,89.83,308.0,2.14,125.8,0.224,45.13809,115.57215,138.8,5,9.0,2.0,-1.0,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,0.081,-0.232,-0.442,-0.0003,0.0009,-0.031,-0.042,0.052,0.031,-0.032,0.044,1
0.95,0,0,0,0,6.164876,135.63916,0.646,3.262,55.8,0.69664,0.79,86.69,1021.0,256.35,11.19,0.2676,2.6950479,11.552998,14.4,4,207.0,3.0,0.6301,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,0.567,0.3,-0.34,1.2e-05,3e-05,-0.8,-0.22,0.8,-0.7,-0.04,0.7,1
0.745,0,0,0,0,60.32494216,243.892578,0.224,6.6188,20280.0,2.37656,12.19,89.83,411.0,6.77,77.04,0.224,88.82677,323.38303,347.2,5,22.0,1.0,0.0005,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,0.051,-0.316,-0.356,0.0011,0.0,-0.01,0.012,0.016,0.065,0.042,0.078,1
,0,0,0,0,29.1598615,150.69922,0.3619,4.803,488.0,1.92739,1.91,89.38,524.0,17.85,44.2,0.2209,,,11.6,5,,,,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,,,,,,,,,,,,1
0.0,0,0,1,1,1.540397253,170.50479,1.225,2.1541,816.1,0.06102,25.69,51.56,1470.0,1105.68,1.971,0.2555,7.5703845,32.004185,38.8,1,842.0,1.0,0.6173,5663.0,4.53,0.21,0.915,1.034,286.92639,38.921631,15.974,0.0,-2.91,-3.71,0.00168,0.00205,-6.5,0.31,6.5,-6.6,0.18,6.6,0
0.0,0,0,1,1,2.99025443,171.9834,0.014,5.414,589.2,0.17407,1.7,89.81,918.0,168.45,4.349,0.1054,4.439786,35.481506,48.5,1,454.0,1.0,0.0,4667.0,4.578,0.1,0.731,0.737,287.74881,38.92955,15.842,0.0,137.34,-4.82,-0.07562,0.0026,9.915,-0.051,9.915,9.688,0.06,9.688,0
1.0,0,0,0,0,1.594745374,170.6483505,0.514,1.9604,15044.0,1.77544,11.3,85.25,1539.0,1329.42,6.203,0.2965,62.03516,1015.921,1009.3,1,762.0,1.0,1.0,5934.0,4.491,-0.38,0.893,0.901,285.21381,39.027481,15.53,0.0,-0.31,-0.482,-0.0009,0.0006,0.009,-0.004,0.01,0.024,0.013,0.027,1
1.0,0,0,0,0,4.783002698,170.508434,0.003,2.335,1008.7,3.45234,2.5,89.99,886.0,145.48,16.102,0.186,7.252221,57.638233,70.6,1,281.0,1.0,0.5746,5170.0,4.574,0.18,0.807,0.891,287.09399,39.060719,15.119,0.282,0.2,0.15,-0.00022,2e-05,0.034,0.001,0.034,0.058,0.239,0.25,1
1.0,0,0,0,0,20.50588921,181.43428,0.26,4.0595,2105.5,2.64998,3.41,89.62,518.0,17.06,38.91,0.153,12.827003,70.729904,78.5,1,69.0,1.0,0.0106,4905.0,4.544,-0.04,0.761,0.739,289.31543,39.153278,15.398,0.722,-0.05,-0.1,0.00013,0.0001,-0.046,0.01,0.047,0.004,0.108,0.108,1
1.0,0,0,0,0,3.340218842,171.979062,0.466,1.9104,1632.6,3.23586,2.03,87.85,656.0,43.73,12.4,0.4175,8.777286,58.181076,71.6,4,398.0,1.0,0.4776,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.058,-0.59,0.05,0.00053,-0.00013,0.026,0.05,0.06,-0.15,-0.039,0.154,1
0.0,0,1,1,0,2.507089906,171.002455,1.255,2.0067,1339.2,0.11003,30.26,67.79,1326.0,730.47,3.32,0.2868,7.337525,50.679256,64.9,1,408.0,1.0,0.887,5926.0,4.506,-0.04,0.939,1.03,295.37805,40.493401,15.555,0.0,2.13,4.56,-0.002,-0.005,1.489,2.917,3.275,1.599,2.83,3.251,0
1.0,0,0,0,0,18.64932728,174.771,0.08,4.4056,893.6,1.97596,3.12,89.86,701.0,57.13,33.12,0.2555,7.871079,36.000114,46.1,3,71.0,1.0,0.0683,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,0.0,-0.13,0.19,-0.00068,0.00041,0.42,-0.37,0.56,0.14,0.1,0.17,1
1.0,0,0,0,0,4.90144976,138.60548,0.529,4.1654,140.7,0.3709,1.7,86.1,1262.0,598.74,7.78,0.257,5.743281,33.185894,50.6,4,193.0,3.0,0.0464,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.054,0.26,0.3,-5.6e-05,-1.2e-05,-0.57,-0.15,0.59,-0.7,0.0,0.7,1
0.998,0,0,0,0,9.75192101,138.78608,0.949,4.793,418.0,0.044,2.76,80.97,870.0,135.66,6.05,0.2555,4.4869766,24.258644,28.5,3,132.0,3.0,0.3894,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,0.482,-0.58,0.5,-0.00013,6e-05,0.16,0.03,0.16,-0.06,0.41,0.42,1
1.0,0,0,0,0,38.5576546,163.85063,0.911,5.794,993.0,0.19756,4.02,87.91,550.0,21.71,24.9,0.2555,7.5526104,32.640865,39.7,3,37.0,2.0,0.5868,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,0.0,0.14,-0.07,-0.00101,0.0007,0.47,-0.04,0.47,0.26,0.31,0.41,1
0.99,0,0,0,0,3.525632539,170.0479951,0.12,2.59959,22335.0,2.43681,11.58,89.41,975.0,213.12,11.699,0.1914,162.61552,2078.4102,1996.7,1,382.0,1.0,0.1434,5150.0,4.572,0.08,0.793,0.855,290.58173,40.5774,15.224,0.0,0.1332,-0.1522,-0.00196,0.006,-0.01,-0.052,0.053,0.032,-0.231,0.233,1
1.0,0,0,0,0,7.748094239,174.997206,0.517,3.5957,2472.1,1.06292,5.52,88.02,964.0,204.39,15.0,0.2799,13.618479,106.29421,113.2,1,133.0,1.0,0.0761,5973.0,4.439,0.36,1.085,1.181,294.4899,39.771439,15.67,0.097,0.11,-0.12,0.00054,-1e-05,-0.089,0.077,0.117,0.082,0.137,0.159,1
1.0,0,0,0,0,23.96793669,186.22182,0.416,3.827,1182.3,3.03325,1.8,89.47,329.0,2.77,45.2,0.2575,5.809559,22.27284,27.5,2,43.0,1.0,0.7252,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,0.01,-0.55,0.67,0.00068,-0.00088,-0.23,0.05,0.23,-0.17,0.32,0.36,1
0.995,0,0,0,0,8.29561738,135.79284,0.888,1.3421,824.3,4.18931,1.82,87.95,469.0,11.39,24.8,0.2575,3.484774,15.260293,17.9,2,119.0,2.0,0.8214,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,0.029,-0.13,1.06,0.00013,-0.00096,-0.33,0.5,0.6,-0.39,0.85,0.94,1
1.0,0,0,0,0,8.11437482,176.33968,0.573,2.2736,1558.0,3.76716,2.1,88.61,460.0,10.55,23.58,0.2964,6.7459397,45.585175,56.4,1,167.0,1.0,0.1566,3692.0,4.753,0.28,0.517,0.553,288.81201,40.033401,15.877,0.024,-0.74,-0.8,0.00033,0.00054,0.08,-0.018,0.082,-0.588,-0.517,0.78,1
0.0,0,1,0,0,38.036729482,196.934947,0.501,4.34617,82872.0,6.21385,27.5,89.63,500.0,14.81,78.037,0.2193,456.11786,1785.2972,1300.0,1,26.0,1.0,0.0,5575.0,4.521,0.36,0.932,1.051,294.14789,40.055538,15.472,0.0,0.0081,0.0566,0.033,-0.075,-0.018,0.148,0.149,0.055,0.108,0.121,0
0.0,0,1,1,1,3.747838198,171.66504,1.121,5.0642,616.0,0.00878,13.65,53.12,1031.0,266.76,1.868,0.2327,14.434505,98.60031,138.2,1,358.0,1.0,0.861,5514.0,4.569,-0.04,0.826,0.926,291.06152,50.265129,13.496,0.0,1.64,-9.57,-0.000787,0.004598,1.1,-11.11,11.17,1.06,-11.18,11.23,0
0.992,0,0,0,0,14.74914825,138.77799,0.173,6.0995,430.2,0.55575,2.89,89.47,874.0,137.91,18.56,0.257,11.163704,66.187065,107.4,4,72.0,1.0,0.7875,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.0,-0.21,-0.06,2.1e-05,0.000114,0.34,0.24,0.42,0.19,0.38,0.43,1
1.0,0,0,0,0,21.81295996,174.01085,0.053,4.3791,1175.4,2.39175,3.38,89.92,639.0,39.33,39.183,0.2291,6.4162097,31.21894,37.8,1,45.0,1.0,0.1204,5601.0,4.41,0.08,0.999,0.934,294.77686,40.15374,15.54,0.448,-0.16,-0.27,0.00016,0.00033,0.1,0.07,0.13,0.02,0.0,0.02,1
0.0,0,1,0,0,7.91936937,172.181092,0.733,3.3148,15148.0,1.13074,10.34,87.3,814.0,104.0,15.534,0.2865,47.533234,385.42834,389.0,1,132.0,1.0,0.0163,5690.0,4.588,-0.4,0.776,0.852,283.53845,40.217999,15.805,0.0,-0.3,-0.324,0.0003,-0.0022,-0.015,0.006,0.016,-0.025,-0.065,0.07,0
1.0,0,0,0,0,15.37562369,173.61402,0.692,3.3169,15337.0,2.43887,11.01,88.73,600.0,30.54,31.24,0.1451,33.115784,170.02856,166.0,1,50.0,1.0,0.4872,4986.0,4.496,0.16,0.833,0.793,283.25354,40.358189,16.422,0.006,-0.39,-0.008,-0.0008,-0.002,0.008,-0.034,0.035,-0.063,0.093,0.112,1
1.0,0,0,0,0,8.10363271,176.9486,0.047,3.161,887.9,2.33533,2.11,89.87,687.0,52.82,20.09,0.1142,7.0046763,33.637074,39.3,2,131.0,1.0,0.5907,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,0.0,-0.65,-0.75,0.00038,-0.00137,-0.02,0.2,0.2,-0.11,-0.24,0.26,1
1.0,0,0,0,0,4.71510843,134.96178,0.258,2.506,417.5,2.42359,1.46,88.96,823.0,108.84,14.18,0.1142,3.765065,16.489346,21.3,2,208.0,2.0,0.7292,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,0.02,0.44,-1.37,-0.00026,-0.00036,0.16,-0.13,0.21,0.11,-0.59,0.6,1
1.0,0,0,0,0,6.365839713,171.13575,0.524,2.9721,780.7,1.41102,2.44,87.92,914.0,165.33,14.46,0.2711,7.331596,58.17086,70.8,1,216.0,1.0,0.1852,5776.0,4.554,-0.18,0.849,0.939,291.14951,40.420521,15.09,0.871,0.07,-0.16,-1e-05,-4e-05,-0.025,0.042,0.049,-0.019,-0.131,0.133,1
0.037,0,0,1,0,5.97581754,174.77602,0.941,3.065,962.4,0.14724,3.86,81.71,1047.0,284.25,6.53,0.2889,7.281016,42.549767,50.3,1,181.0,1.0,0.9854,6108.0,4.471,-0.08,0.997,1.072,294.22397,40.417858,15.546,0.0,-0.06,1.33,9e-05,-0.00104,0.3,1.22,1.25,0.34,1.22,1.26,0
0.0,0,0,1,1,2.446737317,170.66951,1.241,4.7211,1177.9,0.01691,26.25,44.81,1261.0,597.19,1.749,0.2676,25.09719,98.78201,110.2,1,552.0,1.0,0.6521,5764.0,4.548,-0.12,0.863,0.959,298.96112,40.862808,15.021,0.0,-97.44,26.11,0.07152,-0.01944,-7.286,2.749,7.787,-7.438,2.48,7.841,0
1.0,0,0,0,0,3.04033046,169.9490106,0.736,1.8411,10859.0,2.31195,8.99,85.95,1021.0,257.29,10.41,0.1611,50.342957,653.36066,568.2,1,440.0,1.0,0.2726,5035.0,4.519,-0.06,0.791,0.754,299.3161,40.82238,15.028,0.0,0.483,-0.345,-0.00348,0.00219,0.243,-0.509,0.564,-0.01,0.115,0.116,1
1.0,0,0,0,0,15.33528675,174.00278,0.773,3.897,3081.4,0.81659,5.0,87.95,610.0,32.67,21.65,0.186,13.146613,84.09906,86.6,5,85.0,2.0,0.0447,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.0,-0.25,-0.16,0.00162,0.00184,-0.35,-0.35,0.49,-0.076,0.031,0.083,1
0.998,0,0,0,0,7.95825328,137.80219,0.706,4.377,50.0,0.29918,1.06,85.95,1074.0,314.15,10.01,0.257,2.978392,10.168395,14.7,4,109.0,4.0,0.0302,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.628,0.08,0.58,-1.2e-05,-1.8e-05,0.75,-0.61,0.96,0.61,-0.46,0.76,1
1.0,0,0,0,0,31.33046135,153.43031,0.798,5.176,5073.8,0.70448,6.5,88.62,481.0,12.61,33.19,0.186,23.140947,110.02644,117.2,5,46.0,1.0,0.4851,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.0,-0.05,-0.06,0.00168,0.0026,-0.25,-0.379,0.45,-0.081,-0.016,0.082,1
0.006,0,1,0,0,3.9043425,173.393734,0.709,3.831,16228.0,0.39988,12.28,84.06,1104.0,351.05,6.856,0.2676,110.279724,1224.3164,323.4,1,275.0,1.0,0.1597,5810.0,4.526,-0.06,0.898,0.989,294.05676,40.549679,15.016,0.0,0.0657,-0.0282,0.00292,-0.00299,-0.05,0.123,0.132,0.075,-0.006,0.075,0
0.0,0,1,0,0,9.286358079,171.8214689,0.377,3.49949,44791.0,2.67897,17.61,89.06,796.0,95.03,23.029,0.2865,230.37978,1748.3405,1671.1,1,117.0,1.0,0.0415,5670.0,4.523,-0.4,0.821,0.82,294.74396,40.53392,15.365,0.0,-0.1283,0.0505,-0.0022,-0.0112,-0.01,0.06,0.061,-0.097,-0.041,0.105,0
0.0,0,1,0,0,3.951405455,173.276125,1.276,2.1862,2453.9,0.19337,31.44,76.4,1133.0,388.71,5.42,0.2965,13.511557,110.66481,117.2,1,272.0,1.0,0.9756,6046.0,4.539,-0.38,0.869,0.953,295.50439,40.505489,15.446,0.706,0.1,0.18,-0.00017,7e-05,0.171,-0.042,0.176,0.143,0.083,0.166,0
0.999,0,0,0,0,23.65369415,171.376107,0.008,8.2183,3341.8,0.41907,7.89,89.98,731.0,67.65,23.142,0.257,33.295635,188.42673,266.3,5,57.0,1.0,0.6436,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.032,0.037,0.106,-6e-05,-0.00023,0.007,0.019,0.02,-0.034,0.061,0.07,1
0.996,0,0,0,0,13.23352214,140.32196,0.014,6.7372,504.6,0.3884,3.06,89.95,888.0,146.67,15.32,0.257,6.205785,34.323593,49.1,5,97.0,2.0,0.3752,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.055,0.48,-0.03,-0.00023,3e-05,-0.26,-0.13,0.29,-0.31,-0.11,0.33,1
0.997,0,0,0,0,6.15560285,134.81656,0.235,4.9843,285.0,0.40662,2.32,88.56,1146.0,406.94,9.34,0.257,4.266375,26.274458,35.1,5,203.0,3.0,0.7589,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.0,-0.46,0.76,0.00013,-0.0002,-0.19,0.13,0.23,-0.22,0.18,0.28,1
1.0,0,0,0,0,2.090811305,134.17462,0.746,3.388,115.9,0.1588,1.62,77.03,1642.0,1718.04,3.32,0.257,3.535499,14.88052,19.9,5,527.0,5.0,0.5003,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.007,-1.22,-0.61,0.000137,7.2e-05,-0.03,0.82,0.82,-0.06,0.85,0.85,1
0.995,0,0,0,0,3.180027898,133.49863,0.196,3.5797,120.3,0.5756,1.53,88.34,1458.0,1066.86,6.751,0.257,5.307951,34.970474,50.4,4,323.0,2.0,0.2045,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.307,-0.25,0.04,1.1e-05,2e-05,0.12,-0.34,0.36,-0.02,-0.22,0.22,1
0.989,0,0,0,0,50.4467417,178.5014,0.379,7.159,370.3,0.97794,2.67,89.57,568.0,24.64,50.9,0.257,5.1075315,15.157462,19.4,5,22.0,4.0,0.6433,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.394,0.37,0.39,-0.00014,-0.00014,0.78,0.39,0.88,0.72,0.49,0.87,1
1.0,0,0,0,0,11.76307164,180.93613,0.048,2.9076,1037.3,4.37951,2.35,89.91,616.0,33.99,31.76,0.1451,9.07897,39.560696,48.9,2,88.0,1.0,0.9555,4959.0,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208,0.008,-0.21,0.01,-0.00062,0.00023,0.12,0.028,0.13,-0.22,-0.152,0.27,1
0.878,0,0,0,0,56.2279271,132.29259,0.7,3.57,862.7,4.47051,2.37,89.56,366.0,4.22,90.7,0.1451,6.9918575,16.481398,20.9,2,18.0,2.0,0.0904,4959.0,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208,0.123,-0.34,0.84,-0.00041,-0.00053,-0.5,-0.19,0.53,-0.85,-0.43,0.95,1
0.0,0,1,1,1,2.384052875,171.58362,1.178,3.0918,1268.1,0.03902,17.06,58.76,1010.0,244.87,2.27,0.1196,7.4411964,44.634888,50.5,1,549.0,1.0,0.9924,4794.0,4.58,-0.22,0.701,0.683,299.64285,40.691238,15.836,0.0,20.59,-8.07,-0.024,0.00931,5.798,-2.604,6.355,5.999,-2.459,6.483,0
1.0,0,0,0,0,7.953547,174.66224,0.3,2.6312,875.4,3.48717,2.25,89.24,696.0,55.37,22.68,0.1017,5.371588,31.887648,38.4,2,166.0,1.0,0.2613,4768.0,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,0.334,-0.21,0.18,0.0003,-9e-05,-0.05,-0.07,0.08,-0.04,-0.17,0.18,1
1.0,0,0,0,0,4.14451656,135.92831,0.004,2.3421,391.8,2.87358,1.48,89.99,864.0,132.08,13.767,0.1017,4.527273,18.548983,22.8,2,316.0,2.0,0.2616,4768.0,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,0.997,0.17,0.09,-1e-05,0.0,0.17,-0.03,0.17,0.16,-0.14,0.22,1
0.0,0,1,0,0,4.859386384,173.011469,1.259,2.2757,6044.3,0.4563,38.33,81.27,1114.0,364.23,8.29,0.2889,30.702702,300.96277,269.7,1,273.0,1.0,0.7838,6072.0,4.47,-0.1,0.988,1.05,292.21436,40.759762,15.311,0.0,-0.14,-0.166,0.00068,-0.00167,-0.138,0.088,0.163,-0.139,-0.098,0.17,0
0.999,0,0,0,0,10.526294577,176.522462,0.644,2.5211,9768.0,3.85261,8.24,88.69,713.0,61.16,28.26,0.2434,58.01924,488.70584,482.3,1,129.0,1.0,0.742,5386.0,4.553,-0.2,0.793,0.82,293.87811,41.66177,15.305,0.0,0.091,-0.122,-5e-05,0.00075,-0.012,-0.03,0.033,0.053,-0.17,0.178,1
1.0,0,0,0,0,4.583520948,169.973972,0.045,2.7055,3812.1,2.30111,5.39,89.81,1038.0,274.98,13.672,0.2676,18.698158,212.06973,99.5,1,297.0,1.0,0.072,5815.0,4.54,-0.12,0.877,0.973,299.18686,41.74268,15.287,0.012,0.321,0.081,-0.00039,-0.00028,-0.03,-0.024,0.039,-0.072,-0.035,0.08,1
0.876,0,0,0,0,3.76181843,171.90364,0.926,3.5176,510.6,0.06927,2.66,75.62,1121.0,372.62,3.73,0.2602,4.2820764,29.971922,35.9,1,273.0,1.0,0.3403,5653.0,4.472,0.1,0.949,0.974,283.31638,41.83712,15.257,0.02,-0.17,-0.16,-0.00022,-0.00025,0.43,0.61,0.74,0.04,0.05,0.06,1
1.0,0,0,0,0,8.20396958,169.69138,0.823,2.9667,1024.4,0.65082,3.01,86.43,742.0,71.5,13.23,0.1496,7.181467,44.777393,54.4,2,162.0,1.0,0.5107,5015.0,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376,0.009,0.0,0.37,2e-05,-0.0004,-0.085,0.13,0.15,-0.12,0.19,0.22,1
1.0,0,0,0,0,14.49645186,143.41659,0.97,4.016,647.5,0.0859,3.01,84.34,613.0,33.48,9.85,0.1496,5.1306577,20.855698,25.7,2,89.0,2.0,0.85,5015.0,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376,0.036,0.13,-0.76,-7e-05,0.00049,0.05,0.23,0.24,0.01,0.31,0.31,1
1.0,0,0,0,0,6.54626149,133.85964,0.644,2.75,655.9,1.35056,2.19,87.46,810.0,101.78,14.52,0.186,4.6233773,24.029488,24.8,5,200.0,3.0,0.73,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.09,-0.31,0.17,0.00041,0.00019,-0.29,-0.48,0.56,-0.04,-0.08,0.09,1
